"","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14"
"1",-0.600510298915497,-0.611434528850234,0.0300104074619189,-0.712916157340566,-0.635708223382659,-0.60061146371831,-1.01557888072293,-0.795487081552879,-0.429498283800279,-0.800100748048086,-0.301808083960198,-0.508766026366171,-0.660950159582412,-0.801739376569819
"2",0.232230044764709,-0.064215262361968,0.0740166919620075,-0.371254088052951,-0.41591022827053,-0.429129481989552,1.13730407848066,-0.240175349615464,1.08405139704603,1.71749459940244,-0.200096040793241,-0.387698884584489,-0.517757802931282,-0.928183134584501
"3",1.38837409848954,0.625902302692232,-0.853555337755778,1.41513884525099,-0.593693313751743,0.072464581046449,-0.120119481778893,-0.459555841381866,0.0017915788300186,0.170453504624223,-0.103982897592688,0.0320011130182022,-0.949445826068202,-0.922145624845235
"4",-0.654304464140677,-0.923890419166376,-0.915301836121687,-0.467256697885704,-0.795214317909866,-0.486250386434324,-0.801935246380896,-0.931841318584411,-0.351671780007232,-0.817733863319246,-0.524262180063678,-0.383365646193414,0.154167607833137,0.755481976343952
"5",-0.214619635387498,-0.525351984751525,-0.134975559683717,-0.349697515345354,-0.446710567752009,-0.742543356129309,-1.84261002637583,-1.68051429397594,-0.410867662052944,0.403845243494918,-0.631964616605735,-0.529884523830902,-0.984046801027997,-1.14848211010049
"6",-0.378693977292828,-0.261261922660645,-0.696883017258352,-0.699573048153127,1.29426791330112,-0.521201881894558,0.100023118568996,-0.470746108913239,-0.307967171202358,0.054496903699337,-0.317506908069444,0.265104944436284,0.552064332724276,-0.0848819253762434
"7",-0.191038889695522,0.216868330692341,-0.639955258996973,-0.510381458952013,-0.221209160344671,-0.565472767186594,-1.12072078917304,-1.36369937065185,-0.209942237946283,-0.860569321708283,-0.126882814784424,1.14999219164751,0.0412381751613092,0.0322355716489936
"8",-0.540828362514601,-0.192512265233462,-0.60574649760755,-0.665263713159084,-0.0805478397512227,-0.56699954396584,-1.20559969574943,0.764178901609778,0.142466807645025,-0.695462658920993,-0.0638989587891549,2.29152753613987,0.315782309980493,0.676923228334073
"9",1.78970249445381,1.10765476280367,-0.846748655299227,-0.373125569987999,-0.967637943590469,-0.116749763457078,0.00424182820171543,0.256404569334077,-0.244091381486077,-0.862420193742484,-0.23784952727444,-0.623373135513939,-0.413116680918457,-0.55865774643592
"10",-0.417122703283244,-0.600352372958102,-0.832006811882113,-0.656039978444859,-0.523265853380496,-0.447364510097866,-0.0575952177711207,-0.732640743970119,-0.128590974400152,-0.722738174596892,0.489354229752733,-0.384406441457534,-0.468904073433994,-0.617669598267628
"11",-0.817554475662368,-0.144535085360691,1.18928889920988,-0.433029353923205,0.0578847944190386,0.350466987545228,3.31381940798036,0.842410651005763,0.221169433279551,-0.323294286625089,-0.466500708073723,-0.0494736570799848,-0.926135064941066,-0.713862185272824
"12",-0.471045073614323,0.56398587127437,-0.389067748372688,-0.0702599458080266,-0.154442301810608,-0.453521620472752,0.265802743020627,-0.0314711322750728,0.192054756320725,-0.551098589843583,-0.20430309282542,2.53378860592919,0.277107872892231,1.45461086123376
"13",0.0168367194607862,-0.590195480897775,-0.928536619639796,2.18898606398861,-0.402302878575496,1.27565540043783,-0.531022381578992,0.571844148851367,-0.408589126262691,-0.725150183562264,2.61395955199537,-0.567678463137311,0.026028066987035,-0.782655546635013
"14",-0.140513809426198,0.556642144751787,-0.133552379751006,0.434776908810641,-0.403893267873511,-0.325563429615231,0.775237383613133,-0.129126401357982,4.70560004554653,3.03576562391465,0.229892809169619,1.91206544517758,0.120984766006774,0.860083796043678
"15",0.00248053748730155,-0.402769583719387,-0.0394837886730777,-0.35811858505832,-0.248799004759563,0.199716881123959,-0.749879662658129,-0.430063823966205,-0.4077491796566,-0.758941181068381,0.161725181921154,-0.586486650812768,0.366438659084364,0.209824536235619
"16",-0.0451657470695598,-0.165035652018695,-0.123100764555775,0.28245610853444,-0.440199658504534,1.07557160512063,0.67865935306744,0.342509910748054,-0.291978450551692,-0.52072656979354,-0.810597754582718,-0.582050206327632,0.624656408978851,1.13903373862872
"17",2.00942658303925,2.73688953107044,2.75082012125734,-0.218921256348775,0.259377122658397,0.814806288470785,0.357247234337672,-0.843906289696915,0.13517139532053,0.558340194530146,-0.818614912248026,-0.33784429866425,-0.552081250189216,-0.792259863386763
"18",1.55613862767189,-0.524671327391378,-0.865365980198506,1.83919915835652,-0.141594943932736,-0.514933218997533,-0.903926007034872,1.07923030521357,-0.434840233206318,0.697063174008096,-0.903696441306185,-0.683021221311347,-0.194852907011464,0.379028619934189
"19",0.125281678452286,0.47540722595256,0.782720813480492,-0.51426816178371,-0.33009879689252,-0.330022202322543,-0.143792781444851,-0.621300720071887,0.18354712163946,0.527923178790915,0.631786626680394,-0.536657229047,-0.0643217432282603,-0.699528024689303
"20",-0.750005906236333,-0.865654691570702,-0.866518975744955,-0.241048045880993,1.02626055260871,-0.0473260863486166,2.19824307996165,0.861907733063841,-0.410660793865142,0.459618003017714,0.713491708862251,-0.573284440544081,-0.511999587720294,-0.621966015916247
"21",-0.855557084960855,-0.679556348812288,0.2270926629155,-0.369219481645898,-0.189100377250052,-0.734626145708895,-0.585806618757236,0.448169554968834,-0.412117945432143,0.113974758660675,-0.739445243383274,-0.56181608151494,-0.453098530150978,0.396668313644524
"22",-0.868687124490886,-0.739438153722678,-0.589810472363687,-0.219799257561406,-0.177657849734257,-0.414835756782811,0.557575138800105,0.0965952311541554,-0.409530143376583,0.144639638366516,1.69096153347355,-0.612201226924321,0.962074275633458,0.888553322172132
"23",-0.552014486620279,-0.549377175014191,0.297625472273184,-0.531399319630968,0.309704622096771,-0.511228832633899,-0.690902623644424,0.299760536724778,-0.204205405659444,-0.305413688022715,-0.592013013033754,-0.268509373540836,-0.0424439591878141,-0.230456580404217
"24",-0.815641388412663,-0.18864690154953,1.68639756555027,1.2471228884584,0.520744031208509,-0.444402858361351,0.667752179741217,1.67661787922446,-0.0385791854064362,0.262344652837257,0.0606555975964866,0.316241343906155,3.27517395066662,0.875737040263981
"25",-0.113863719865697,-0.585114752533278,-0.885778619523402,-0.247873189387109,3.87266602479997,0.208076063443013,0.493955114481625,1.50062331508454,-0.420991080822555,2.14180879966006,2.45526675697099,0.215348902407399,1.27289540314144,-0.432068771392781
"26",0.185081627384108,1.71461570214538,0.970874524904498,-0.374712134528274,0.0529808355590883,0.872314156658499,1.45776740465167,2.40894176115062,-0.260374346244182,-0.781208410016712,0.316778633523441,-0.39659119315893,-0.0484292429754741,2.03959194067975
"27",-0.321254916385497,1.2872962024502,2.30494817285372,-0.420614902170899,-0.297240613110046,-0.085137261461702,-0.228387263127212,-0.554404685971547,-0.211748364032672,-0.574679122089182,-0.781400021692387,0.829771171019726,-0.996193736211327,-0.851357946633636
"28",-0.418252429034872,-0.757254958018103,0.530675558189407,-0.336409126571162,0.0279414519420185,0.168820513105174,-1.67463131250227,-1.28686100922299,-0.482750193191034,-0.544850893835489,-0.931926653580829,-0.453603821624988,-0.373409584199481,0.801522227630711
"29",1.86112208180572,0.0860067927580331,-0.498082566629929,1.73350101422081,0.0433997919833697,3.30002809062719,-0.335120076206767,-0.577400326925485,-0.189108597025058,-0.44338038981402,-0.607122761286672,-0.51912873204708,0.168575120687737,-0.323380722283463
